SquareFootage,NumBathrooms,NumBedrooms,RenovationQuality,DistanceToCityCenter,AgeOfHome,Price
732.21,2.389982559,2,3.02,19.03,20.33,221064.633
789.19,3.82440968,4,7.33,19.7,56.55,429472.0052
1084.92,3.636097314,2,5.36,1.28,33.65,474321.3116
1871.3,3.392256002,3,5.33,0.82,14.39,373283.2345
1181.53,3.990125472,2,5.31,37.44,71.42,339797.2043
918.0,1.653599375,3,5.63,13.94,69.1,387076.1872
839.18,2.660031304,3,5.53,24.34,64.93,449851.6157
1491.29,1.779273074,2,6.78,37.53,99.75,426827.1371
1213.55,2.019459998,3,4.77,3.29,26.43,284028.9716
904.54,1.0,1,3.95,47.52,38.78,106135.1287
550.0,1.982703247,5,5.32,3.56,29.23,195802.9462
1061.82,3.234991459,4,7.13,1.4,20.78,407161.2967
1620.46,3.828970029,3,9.39,7.02,53.19,470229.3206
1380.8,3.048135625,4,6.97,0.02,30.69,604141.8781
1492.61,1.835527414,3,4.32,21.06,57.18,212750.9135
610.18,1.0,3,3.99,48.7,64.11,147432.4916
1642.29,3.896425622,2,7.63,0.2,43.69,356969.6722
550.0,2.604696107,3,3.96,20.01,107.13,217285.9195
1163.6,2.558956691,4,4.81,9.58,71.25,493844.755
634.81,2.480965039,5,7.73,15.25,8.96,411710.1671
1117.64,2.509751132,4,9.65,6.9,41.77,558091.1803
1019.29,2.759608856,1,5.16,44.77,44.75,127203.659
1626.18,1.0,2,6.96,16.57,43.31,314516.4965
1139.35,1.0,3,1.6,3.13,29.59,256568.1022
1818.24,2.151700132,4,6.91,12.82,61.0,428460.5792
1068.57,2.315923079,3,7.35,15.93,32.5,227345.9975
1723.29,3.000835312,2,8.98,5.27,7.13,370626.9651
550.0,1.0,2,2.25,35.18,32.67,158916.1659
1255.64,3.690927979,2,2.86,2.72,46.96,410196.7071
1516.73,1.496611355,3,7.91,2.07,32.96,573083.1594
550.0,1.0,5,8.11,1.73,14.98,204468.4431
676.56,2.629331952,1,5.0,18.77,12.6,183050.1678
1476.26,2.049634078,3,4.55,31.98,73.67,301249.9623
1328.73,3.695268993,3,7.69,31.38,54.25,364915.3492
1331.18,2.3128751,3,5.99,9.35,33.76,323473.5061
933.75,2.205155307,4,7.11,5.23,50.43,337587.7422
634.61,1.558218369,5,4.49,24.48,8.78,354911.9709
1040.5,1.602571713,4,3.9,7.56,33.69,478799.9918
1320.61,2.136641677,4,7.27,35.85,111.94,404050.905
774.63,1.668696362,1,6.49,8.74,22.59,124287.4584
1135.53,1.0,3,3.91,28.42,21.53,139014.6639
852.57,1.525850635,2,1.37,50.35,34.81,113695.3777
1663.62,4.052856868,3,8.03,28.11,118.65,454508.5205
1519.89,2.924498412,3,5.09,16.04,58.39,440762.3342
762.42,1.0,4,1.64,14.63,36.56,197207.6826
696.7,1.0,1,4.17,26.03,78.26,200174.3644
1030.86,1.281494767,5,6.41,39.14,36.79,261773.5907
550.0,2.389430015,3,6.84,33.35,104.79,173670.6252
1191.59,2.027053537,3,4.76,31.09,1.26,394288.3338
1865.6,4.15925944,3,6.84,14.07,10.43,329310.4682
550.0,2.711729564,3,4.67,27.31,2.08,135815.7113
1334.33,1.899270927,1,4.77,10.29,54.07,208835.2267
550.0,1.224968394,2,4.33,26.98,65.87,122939.5759
893.69,2.06061106,4,6.68,24.67,34.64,424931.799
1169.09,4.162430233,3,4.04,9.28,82.66,450754.4439
2130.18,2.93334629,4,8.99,3.59,11.66,482163.9382
550.0,2.03680998,4,2.91,26.15,31.83,277979.9734
1893.71,1.745228553,2,6.53,6.43,88.05,467118.2498
839.48,2.157531611,4,4.72,48.28,96.64,380664.6365
550.0,1.0,3,3.47,11.81,12.35,97427.25678
1417.48,1.69118823,2,2.61,3.84,52.3,280418.7304
550.0,1.766617348,2,3.61,3.57,41.17,160605.5604
956.85,1.0,2,7.62,6.85,75.24,138889.0292
1173.75,1.0,2,3.44,27.23,55.1,102811.3906
550.0,1.0,3,4.42,6.96,77.29,104494.1398
858.81,2.840918335,3,5.52,28.27,25.04,344078.7362
1487.34,2.846183638,3,3.06,26.79,46.9,400707.8397
747.84,2.384521121,2,2.29,47.56,114.59,190662.9313
1144.18,1.515806711,4,6.04,4.12,76.16,486223.6836
1546.52,2.451480384,3,6.25,4.53,50.75,328246.596
769.59,2.276626971,3,8.18,3.72,46.89,448257.7508
984.1,1.0,2,1.73,24.7,35.47,139677.7098
1426.81,2.316594624,2,4.97,6.24,0.84,454868.9924
550.0,1.0,2,0.76,11.05,99.72,166627.0444
1821.84,1.0,3,3.92,14.09,0.98,299140.8378
920.05,2.575224593,3,4.97,8.48,61.09,278944.2198
1575.64,3.693667295,4,6.81,5.91,40.22,792610.5784
1242.35,3.218606826,3,4.31,2.64,38.75,332962.2617
957.72,2.102530969,5,4.35,27.06,27.72,619118.0958
550.0,2.874642043,4,8.13,17.93,20.74,474375.6673
877.32,2.725773659,4,4.73,11.34,21.77,415232.6716
665.49,1.0,2,2.79,18.46,79.69,126313.9809
1190.52,1.53048312,2,3.42,38.14,8.38,159525.6989
1666.43,2.891622433,4,7.22,3.74,6.75,539177.061
550.0,1.104816417,4,6.93,19.77,52.22,121001.2676
1495.69,2.669487334,1,2.81,8.32,21.81,131566.7884
550.0,2.115308415,3,3.4,6.23,8.88,153992.6998
1241.41,1.0,3,7.61,27.81,57.74,173493.5874
550.0,3.865774015,3,6.35,9.93,0.36,340049.7139
1230.8,2.769684253,2,3.85,13.14,44.78,358206.1419
1679.19,1.0,3,7.85,32.09,79.36,419156.6199
1374.7,1.524770356,3,3.34,15.42,49.22,200241.5569
1507.28,2.916109062,4,6.0,27.53,32.77,551047.2345
911.63,3.395765874,3,6.99,15.63,15.66,362768.9649
550.0,1.804812959,4,4.03,19.43,39.43,201588.9212
727.67,1.124706934,5,5.14,8.94,9.55,348646.5274
550.0,1.444868191,4,3.9,16.18,1.75,319907.6503
789.27,2.664533798,3,8.73,7.97,27.45,308251.633
666.73,2.367301824,2,4.35,21.11,28.32,184681.2764
550.0,1.429588015,2,1.71,30.86,29.59,314431.4141
550.0,1.0,4,3.88,0.83,8.61,129891.1783
1506.32,2.248913076,3,6.41,18.81,3.58,529170.2351
643.37,2.195860274,3,4.13,2.94,53.61,217832.0938
916.71,1.389641144,3,3.33,8.22,27.64,198341.7797
1412.25,1.827928206,1,8.8,2.22,15.21,453458.35
934.05,1.553841278,2,3.3,12.1,4.54,373278.9981
681.75,1.445189813,4,4.91,22.86,2.59,174828.6599
846.6,1.993574404,3,2.97,17.11,85.61,244850.0049
837.37,1.0,4,2.77,36.03,53.22,138465.3329
760.38,2.082660511,2,4.36,13.73,52.42,251869.3825
550.0,1.918061204,2,3.61,29.66,30.6,156166.44
699.1,2.409203887,2,1.69,33.61,86.16,138343.9413
792.46,1.35834166,3,4.6,16.11,58.12,194706.3253
641.92,2.027304787,4,5.51,15.02,92.3,220449.0188
1304.58,4.219360875,1,6.38,15.72,13.53,200344.6846
768.35,2.609231756,3,3.1,0.9,31.93,272557.0395
1965.15,3.961874875,3,4.33,8.05,5.7,610064.7447
1155.22,1.172930837,2,4.72,6.17,39.91,183190.785
1644.05,2.730712547,2,4.63,0.33,37.46,284543.7516
756.26,2.606518177,5,5.6,7.57,35.28,273012.2059
858.03,1.136053684,1,7.56,45.22,82.14,101200.0991
550.0,2.998706867,4,6.64,8.28,18.18,218397.4733
2068.36,3.02415473,4,8.03,8.89,66.77,689258.045
550.0,1.025898476,3,4.57,20.36,5.15,217705.6329
805.83,3.071496842,4,7.46,19.11,0.5,386431.0385
550.0,4.155280157,3,4.9,9.66,15.37,446524.2008
984.26,3.423153919,3,6.94,32.68,11.46,274760.2602
550.0,1.897086791,4,4.54,41.95,45.43,220214.6421
1154.08,1.635873371,3,5.7,6.45,79.25,274638.1222
1403.77,2.245573102,3,2.27,4.21,3.47,472529.7265
910.77,3.300036988,2,3.72,8.79,13.11,393730.3412
1676.08,2.08397049,2,6.77,0.51,1.45,267189.6762
1667.96,2.927339375,4,8.27,0.79,21.56,290805.3052
1952.56,1.691828801,4,2.72,16.11,28.95,442071.1893
1653.2,3.965119596,3,7.25,21.29,74.53,671258.9396
1168.86,2.429073895,2,6.55,19.61,15.84,300740.9772
743.12,2.326747883,3,5.81,42.38,149.11,204589.0233
1042.03,1.230345008,3,5.01,34.04,22.71,298680.9437
1451.47,1.176561882,3,3.71,20.66,39.03,297585.6719
724.56,1.88046612,2,3.17,16.81,83.92,106959.66
1871.96,2.235400181,3,5.85,16.52,20.9,407297.9846
723.76,1.291598875,3,3.4,2.55,35.17,150876.3169
1551.69,4.177369397,4,7.01,6.53,33.29,501300.8343
1750.73,2.462969996,3,5.69,4.87,48.23,468255.0969
1293.75,1.165913477,2,5.62,5.4,64.71,311205.1828
826.87,2.960604077,4,5.49,31.39,16.14,460878.5145
1284.7,2.737646817,2,1.66,11.43,45.37,288106.0885
754.91,1.0,2,5.98,0.16,8.51,143168.2995
1562.69,1.0,3,5.53,48.1,23.76,195405.9082
1395.6,2.830827054,3,3.26,13.94,98.4,454814.8805
1202.03,2.180178619,1,2.26,10.34,65.54,226058.3649
1401.71,1.0,2,5.13,3.12,49.18,208981.4525
896.7,1.0,3,2.97,25.25,105.47,171613.4246
550.0,1.0,1,0.03,33.18,90.33,314277.9998
2136.41,1.405469204,2,6.13,16.51,41.67,575487.0117
550.0,1.849537848,2,6.38,31.43,50.77,100792.618
550.0,2.351374466,2,2.88,11.77,59.29,107024.1718
1130.17,1.452217732,2,4.46,9.35,49.97,161003.0709
605.16,2.710572925,2,3.82,21.95,29.46,300946.7406
1063.25,2.497311209,2,5.83,4.97,37.42,261467.4176
857.01,1.0,2,2.89,21.83,74.25,120929.0389
2229.45,3.008798315,4,8.34,6.3,53.9,478614.6645
1080.01,2.854196143,4,4.0,16.2,85.81,439868.0525
626.39,1.0,4,5.32,13.39,41.71,173320.6069
686.31,2.410394034,4,4.21,10.78,30.63,466284.5385
749.4,2.763935052,3,6.43,7.87,28.27,346928.3793
1515.29,1.468199741,1,6.27,12.47,20.59,181925.901
1143.01,2.860662582,3,2.63,53.19,4.41,361524.6245
747.48,2.951104886,3,3.92,12.4,15.5,254110.0525
1664.02,2.690597455,2,3.88,16.33,20.57,472522.4074
946.91,3.069049967,3,2.98,22.63,63.85,296393.2571
681.71,1.779372596,4,3.41,19.73,32.25,308120.0689
1325.14,1.380066668,4,6.73,2.39,5.75,557984.5278
1429.85,2.872092047,5,7.34,13.17,83.6,456091.1396
642.36,1.348362691,3,3.45,11.26,9.28,172521.4329
807.17,1.261360314,2,1.8,30.62,27.11,89280.52796
1098.04,1.0,3,1.55,2.07,52.24,214175.3206
788.58,2.210965587,3,4.46,16.06,3.88,198667.8465
1015.7,2.933837598,3,6.24,28.92,67.94,287789.7826
2031.17,4.016232056,5,9.63,19.47,59.23,1046675.64
1793.09,3.149543452,2,4.9,19.66,76.82,262996.8434
550.0,1.0,2,5.09,24.7,50.21,136314.9004
918.86,1.0,1,1.06,37.6,60.72,108739.5259
1214.95,2.46267009,2,3.33,20.69,114.49,279679.0263
2089.87,3.511860681,3,7.35,12.44,5.77,344318.0144
550.0,1.0,4,2.16,11.73,53.11,152926.0367
1656.84,2.247618475,3,6.25,14.67,74.15,525579.2303
585.17,1.971642448,4,5.77,33.02,6.4,202655.5799
844.84,1.611118351,3,3.67,53.14,107.85,98378.32224
611.78,3.14205824,2,3.39,13.24,39.83,163298.013
1312.27,3.509860677,2,5.38,3.18,86.38,306129.5946
1517.06,4.031468858,3,8.58,4.52,34.09,482633.7756
1356.68,3.554689999,3,9.26,18.52,64.4,428833.192
1126.79,3.106802977,4,1.98,27.98,13.98,247195.713
1551.28,2.563582951,4,6.58,6.16,3.39,539096.1489
550.0,2.177793806,3,2.07,27.4,177.87,177858.1949
960.58,1.0,1,0.58,18.42,84.02,237962.8901
652.83,2.222200148,2,3.16,0.35,49.54,140612.4978
1646.56,1.598916749,4,9.32,27.64,28.95,589555.3422
1148.9,2.193575294,2,5.37,0.76,15.06,347294.6279
1952.95,1.970132727,2,7.04,48.75,71.58,404649.8598
1082.1,1.728196092,2,5.15,25.34,35.97,146166.2415
929.42,4.30010942,4,9.0,9.36,100.87,543138.2959
869.17,2.938932011,1,4.05,32.38,63.39,167211.8767
1798.19,3.577990837,3,6.16,6.65,5.6,401614.5246
551.61,2.658446462,3,5.31,13.3,32.35,321465.721
888.38,1.890474811,1,0.42,33.17,32.41,151679.9536
1054.61,1.0,4,4.06,26.47,10.16,421053.4107
1102.68,1.0,5,6.14,15.44,22.67,454624.7953
1255.51,3.029487737,2,8.68,21.83,16.71,349485.8596
960.83,2.062982041,2,4.91,11.82,26.01,211272.5621
796.96,1.765963718,1,1.52,2.72,50.9,214878.8232
1431.88,1.659852409,3,6.55,19.5,24.06,246115.9006
1266.2,2.044446471,2,4.44,1.06,35.1,258261.7063
755.37,2.49318293,2,3.83,1.21,20.44,106487.3614
1191.88,1.47768282,3,2.21,19.56,79.96,180908.3476
1540.63,2.421456765,4,7.02,11.74,47.18,359337.9394
1129.54,1.0,4,4.07,0.72,38.96,182011.2419
701.95,1.324449807,3,4.15,31.8,82.14,231996.9865
1285.27,1.0,3,4.45,3.53,94.56,148416.2628
914.61,1.969877996,2,0.52,28.04,81.84,156291.7125
1188.88,1.0,3,2.33,41.75,27.53,356459.8989
550.0,1.716016249,4,4.5,21.31,8.98,316067.8247
1622.71,1.900986044,3,4.64,7.95,48.27,392258.1538
1048.72,1.872245449,3,4.94,30.34,27.38,278569.6882
953.51,2.395610555,2,3.98,14.43,65.38,376579.2078
866.59,1.0,4,2.87,8.41,20.68,185176.1107
2173.85,3.817769313,2,9.65,18.03,37.44,356002.4758
1689.64,3.5324845,2,6.98,33.86,79.72,352118.863
958.39,3.229030246,1,4.55,13.14,37.87,250270.0733
550.0,1.304851097,4,1.69,24.7,98.64,130205.0595
986.95,2.346253509,4,4.67,10.0,20.19,524675.272
1856.44,2.395468818,2,5.31,18.85,23.68,384306.2272
550.0,1.493029111,3,6.52,15.11,4.68,151152.5158
1657.16,1.93157626,2,5.91,0.82,47.24,297714.1583
1212.22,1.0,4,5.54,17.37,48.11,452624.6154
836.51,1.455245186,3,2.92,36.82,56.19,117301.2525
1139.69,2.330856388,3,3.23,20.79,81.33,267840.791
550.0,1.581278097,5,7.77,19.49,44.63,507713.0163
1035.96,1.583156367,5,4.82,25.14,43.08,404176.0086
1737.13,1.0,4,3.77,10.4,66.21,335869.6815
554.51,2.322190468,5,5.53,31.31,56.22,319405.5711
1693.55,3.372208169,3,6.05,22.02,36.12,517884.4598
976.42,1.893188455,2,5.19,36.69,24.42,288481.2046
1189.28,1.646751853,4,6.36,5.55,49.63,548095.1998
613.33,2.989469818,4,9.3,6.59,106.31,420255.3959
973.81,1.0,3,4.92,16.67,95.66,177518.1051
1020.35,1.0,4,2.78,39.81,7.59,290249.893
1262.21,1.706048005,5,3.16,3.17,3.44,572351.0022
1333.37,1.933774494,1,6.61,4.34,47.0,290680.7164
1378.36,2.99261047,2,4.12,30.58,16.68,413003.9979
1595.83,2.352870804,4,5.6,13.4,39.87,364822.5975
1016.92,2.089748088,3,4.44,12.43,15.09,400789.3699
1626.51,2.866538546,4,3.96,23.24,2.58,332966.1628
834.25,2.487854227,4,7.4,23.91,50.16,361257.3895
593.3,3.037918487,4,2.6,11.09,36.45,483538.6537
1304.89,4.018235305,4,6.0,11.85,15.14,441519.1742
2273.01,2.964664139,4,4.02,8.94,98.28,562524.6544
1838.25,3.45807642,2,7.46,6.61,4.07,354930.9638
550.0,2.17305181,1,3.05,11.95,15.72,269320.9444
2024.4,3.012117839,2,5.63,19.91,8.31,339707.7197
907.07,4.24457925,3,7.42,16.14,75.66,332166.2074
1114.92,1.76565011,3,4.43,32.61,89.57,212495.787
1740.47,4.558374344,3,9.28,2.67,32.23,832364.5386
1333.09,2.864549841,2,7.56,5.81,43.47,478288.8097
1943.54,2.817331683,3,7.25,7.62,44.41,553869.8339
1513.75,1.997456409,4,2.59,32.14,32.43,290455.1881
782.82,1.0,4,5.7,18.7,74.09,216433.4357
833.03,1.608451202,2,3.77,7.22,59.25,162292.7792
1286.17,2.936165874,6,3.43,0.23,17.5,562151.053
1327.51,1.851069855,4,6.38,1.34,16.16,203699.5856
2054.95,2.152937118,3,10.0,3.06,64.74,538568.7553
1726.85,2.419151566,3,4.6,4.86,84.65,675749.7362
1064.85,1.798922461,1,5.43,10.71,60.8,380313.1506
1526.32,2.744059964,3,6.46,23.78,65.07,246476.0065
1584.13,1.255695254,4,6.41,2.17,90.55,431435.5791
550.0,2.570045105,4,6.56,11.1,74.26,212914.6987
550.0,3.053279301,4,6.51,3.55,0.52,210604.1775
550.0,2.412895416,4,5.21,2.67,37.11,230680.7247
550.0,3.44403685,2,3.71,5.9,42.28,148936.4237
1191.94,1.283550794,3,4.85,25.66,37.49,241602.6037
1337.43,3.215213903,4,7.82,3.17,32.28,463808.856
550.0,3.924223733,1,6.11,6.02,89.9,109352.9138
550.0,3.159740731,1,1.77,22.87,50.41,145990.4461
1252.11,4.074946677,3,6.46,37.13,20.76,383349.313
761.51,2.150357571,4,4.71,6.25,11.8,330395.2954
1081.06,1.520334873,2,6.1,3.16,25.42,216467.0959
940.49,1.38572167,2,4.35,14.69,23.83,243836.8679
1364.59,1.850391839,3,5.14,7.57,57.09,470665.0211
550.0,2.016856219,4,7.29,4.01,49.61,390214.7275
643.1,1.552635809,5,3.08,15.72,108.74,344662.7065
550.0,1.581917598,4,2.54,0.15,1.03,210727.7944
550.0,1.80148474,2,4.13,12.82,69.88,216188.775
807.11,3.421309922,4,6.44,0.22,33.18,269009.2878
1333.31,2.810046359,5,5.65,5.6,40.84,664778.3726
550.0,1.964345957,3,7.15,27.33,90.6,145596.9618
1014.08,2.684357525,4,6.35,24.89,15.87,387702.7452
724.79,1.275855419,3,4.68,1.42,24.88,197747.4995
959.56,5.199416616,3,5.27,3.65,51.58,368115.7688
1122.12,4.491282525,4,7.24,0.87,51.51,476783.0867
1289.46,1.087242539,4,5.52,23.49,46.35,334199.9353
965.59,3.93450467,2,4.12,20.61,9.17,268929.6573
550.0,2.904112595,4,4.65,10.21,41.58,217954.655
642.03,2.705119611,2,3.4,35.44,126.93,116262.2223
1001.08,1.227288905,3,4.81,13.77,19.44,247526.258
550.0,2.52254682,2,2.35,32.58,26.35,155684.9643
1059.64,1.0,3,4.3,12.65,52.9,286536.4983
601.34,2.332285227,3,6.83,30.2,66.24,250056.3135
1399.26,1.078026363,4,3.0,5.18,75.53,448211.1312
770.2,2.046171482,4,5.14,18.51,42.78,256123.2288
1396.11,2.189083886,3,4.97,29.82,63.25,268498.1044
550.0,1.0,3,0.49,18.12,78.08,122796.4118
1012.69,1.0,3,2.9,2.51,28.24,171977.7174
1066.26,2.371148512,4,7.26,13.37,4.55,279107.4169
1410.81,2.004889378,2,6.08,0.19,63.51,299895.4757
678.96,1.69632144,3,3.83,4.07,6.65,239748.4523
909.46,2.229581892,3,0.82,40.83,29.92,365893.4119
591.37,2.029390343,5,4.65,8.41,39.34,378154.426
550.32,1.923500836,1,2.29,9.6,24.09,153786.7746
1612.72,1.845366411,3,10.0,1.02,13.92,506332.0959
550.0,3.741100945,3,4.35,1.6,93.8,207749.5349
550.0,3.16977183,4,4.23,8.86,79.55,206938.7614
739.23,2.178141672,2,8.14,9.92,43.04,121511.9327
1198.59,2.044820314,4,8.62,11.81,10.72,575546.7533
550.0,1.0,3,5.99,34.54,15.46,132716.068
550.0,1.766305313,4,3.95,39.25,73.42,155738.7254
1685.09,2.355523261,3,9.11,19.54,37.5,284206.287
1221.08,1.0,4,4.61,8.4,13.18,500296.9494
550.0,3.217503603,4,6.9,14.61,3.41,176181.3239
891.84,2.272817764,3,2.42,9.57,31.8,203760.4846
1099.78,2.925854913,3,7.15,31.81,1.07,409191.0991
888.27,1.346439664,3,4.67,17.44,140.28,293761.9376
1166.68,1.972668539,3,5.15,33.9,65.09,174489.4337
1486.19,2.725187376,3,3.97,16.26,42.09,353152.4661
560.6,2.205286111,4,6.69,29.68,19.79,280091.384
1724.17,2.755685558,3,8.6,12.19,87.09,465446.4607
690.56,1.0,1,4.89,33.15,9.12,138983.7605
857.2,2.327397291,3,4.03,32.98,48.03,260260.6374
1095.87,2.496769408,4,3.59,5.08,140.86,315691.7607
550.0,3.313235663,5,7.01,0.21,73.57,652006.0813
1288.26,3.830761973,3,5.29,3.88,18.25,255378.1812
550.0,1.615015836,4,4.94,29.89,29.8,98094.58782
882.69,1.0,4,1.91,18.98,5.51,142777.9562
1050.87,1.45670798,4,3.92,22.03,68.9,417654.312
984.45,2.371191137,2,4.07,7.91,55.07,242020.756
732.84,1.0,2,4.32,54.15,42.42,110274.9103
906.34,3.277387326,1,8.19,19.6,80.36,192757.0135
550.0,1.0,4,0.76,32.04,12.94,145718.0224
999.43,1.0,2,5.23,28.67,38.93,144095.3205
550.0,2.889039,2,5.13,9.31,70.08,277700.7131
550.0,2.63613339,4,5.85,21.18,9.11,251081.8918
631.07,1.094376555,1,1.92,19.03,45.25,146256.3008
1245.47,1.036799305,1,3.13,14.08,8.89,96713.65354
1293.03,1.157028832,3,4.92,30.95,20.85,239449.537
878.12,1.0,2,2.67,35.38,66.76,98839.17831
1058.63,3.462986345,4,5.49,11.31,47.33,364516.1464
555.11,3.880795927,4,2.99,14.47,25.87,331645.9971
1247.08,3.372249394,5,4.91,9.34,31.55,389877.9007
759.25,2.381737453,4,5.21,32.03,37.33,395658.2952
550.0,1.134051435,1,1.07,28.41,60.45,253725.7095
550.0,2.027972213,3,1.99,12.25,75.75,179209.2624
1648.03,2.698823273,4,5.32,6.45,89.62,462143.3224
844.2,3.189806353,3,4.28,8.64,32.04,349603.0109
550.0,1.0,3,1.93,10.87,9.39,121815.294
614.91,1.757373742,2,3.92,15.01,22.15,208725.8216
936.96,3.497100183,5,3.09,1.57,42.04,312296.6703
1332.75,1.0,2,5.55,17.57,61.18,251783.8961
1420.25,2.677456715,2,4.52,1.13,60.63,528127.8507
985.05,2.476443205,3,5.93,16.39,40.17,363773.783
550.0,3.220646562,3,4.98,3.67,85.35,192649.9063
632.87,1.216954356,3,2.0,39.98,10.57,323252.7729
834.77,1.815115957,4,6.13,21.97,6.51,482513.0285
550.0,3.242699714,5,5.19,16.36,91.32,268212.9448
996.4,1.940155168,2,2.25,36.63,121.06,252206.3363
550.0,1.053248886,4,2.77,7.27,2.46,165832.1784
1255.62,2.368166907,3,5.56,14.22,78.37,263236.7492
610.36,3.502100638,1,3.43,9.57,114.67,242256.6414
676.49,2.518910865,3,5.44,14.63,8.21,206608.4814
2221.13,2.316689644,4,6.75,4.85,40.07,721302.6073
959.09,4.470381291,3,6.29,53.55,51.7,373653.4927
635.71,1.087785706,5,7.42,36.72,109.18,290743.0373
1269.7,2.771711156,2,5.09,8.33,44.28,348718.2566
1658.09,2.084762896,2,5.64,10.62,50.07,295526.5491
738.18,1.136439482,3,6.59,1.68,77.13,244045.5199
735.48,1.0,3,4.38,6.29,33.81,207916.0652
550.0,1.050429333,2,4.22,9.17,21.88,105964.3135
986.24,1.0,2,2.81,46.58,20.48,122559.9246
575.15,1.226580017,3,3.75,30.05,79.76,161114.81
810.88,2.708799163,2,4.12,17.03,76.84,180707.6909
1632.41,3.428773838,3,7.55,19.39,53.75,425369.7452
1312.86,3.150699464,3,3.61,0.97,28.26,527658.2448
836.49,1.469687891,3,3.32,8.37,20.58,197612.8364
1420.65,3.002882093,2,5.41,0.55,125.22,240397.6212
1243.58,2.36530697,3,3.11,4.27,49.28,230578.9288
707.95,4.077449113,2,6.47,43.84,15.09,330874.5842
550.0,2.424903324,3,3.77,9.02,60.46,95078.5366
2022.66,1.674689401,5,8.39,10.47,25.16,531427.475
748.14,1.934062544,3,5.49,16.81,58.3,236450.6019
1010.05,1.107212124,3,3.28,11.09,79.32,317603.9583
1956.56,4.40523915,3,7.83,25.14,41.45,422578.4358
1442.25,3.088652025,3,6.23,22.0,35.52,404764.9182
826.39,1.0,3,3.97,24.89,50.24,174486.9737
1138.63,1.341703228,3,7.95,22.38,52.32,222939.7391
1229.6,3.026930576,4,7.42,10.22,70.98,422554.5828
550.0,2.281631141,3,6.5,30.24,10.23,199811.224
1963.87,1.0,3,6.26,5.02,78.78,309154.0514
954.82,2.128772973,5,8.27,14.63,54.02,251234.4296
1058.22,1.0,3,5.3,24.74,64.54,342576.4266
1216.56,2.209331184,4,7.79,20.57,69.65,492082.8928
857.34,1.0,2,5.08,8.91,46.16,115969.8443
1331.31,1.0,4,5.39,39.17,69.64,206800.5647
907.53,1.0,4,3.76,43.65,30.71,347354.1662
1693.45,1.509959819,4,5.37,1.49,56.88,413645.5803
1022.41,4.999980758,3,3.88,2.84,39.65,500877.557
861.09,1.690478407,3,4.73,16.96,27.87,362669.4953
1791.91,2.449677838,3,7.18,18.3,72.22,270654.4502
1550.51,1.778125344,1,5.05,0.38,3.63,210136.9152
783.23,3.220154571,3,7.44,34.64,108.61,384097.6603
1790.88,2.79443719,2,4.01,30.63,24.52,456965.1835
1021.92,3.410582914,2,5.32,21.88,17.54,421953.7341
550.0,1.0,4,6.54,20.44,50.46,208902.9946
550.0,1.719618789,3,2.4,7.21,19.46,123248.2187
1328.99,2.245478013,3,6.14,1.18,45.62,454826.7298
1258.89,2.099496935,3,5.16,2.42,10.92,413696.176
579.75,1.690258747,3,7.56,29.38,26.87,231352.1189
1073.54,1.880760455,2,5.61,23.89,15.02,389635.1346
817.26,4.442556228,2,3.23,33.9,114.97,238886.441
918.52,1.0,1,2.81,30.11,67.74,153869.4399
1330.19,1.353995462,3,4.83,8.55,53.99,253823.7214
1124.19,1.980240231,3,5.53,23.52,54.96,320569.0269
1284.14,4.558352982,3,5.42,15.23,98.38,342875.1627
555.51,1.0,2,6.04,17.09,23.99,102297.5218
1092.71,2.104814639,1,3.39,13.52,98.29,160035.8175
637.9,1.591412517,2,6.35,23.91,24.58,188820.579
550.0,1.650099339,2,3.09,21.49,22.54,128945.4664
550.0,2.594589674,5,4.26,4.39,16.18,286863.768
550.0,2.99403881,2,4.93,23.9,13.27,173992.9114
1441.86,1.129783364,3,6.47,15.05,63.92,331247.0143
719.8,1.130180745,1,1.17,15.76,65.12,180672.84
1439.53,1.988237756,2,3.26,43.05,0.24,412837.757
869.37,1.326361307,4,3.93,42.54,79.2,166006.2892
1074.5,2.701830971,3,6.32,34.37,30.13,479105.0217
550.0,2.34173681,3,2.79,7.98,53.43,118420.3323
612.16,1.0,3,5.03,2.13,12.93,207894.5331
1090.17,1.629654739,2,6.24,21.9,82.51,250763.0469
873.22,2.430444246,3,6.4,8.43,12.23,347310.3844
2233.04,3.219952108,3,5.45,5.5,67.79,645131.9324
1330.52,1.630532976,3,5.13,12.12,15.98,335858.8406
1329.39,1.767440629,4,4.93,33.12,54.14,393785.1708
1114.83,2.359199828,5,5.14,8.29,62.92,392351.1221
636.25,3.620703764,5,8.01,12.56,60.34,633005.2522
956.19,1.0,4,4.81,3.54,70.15,121486.5873
863.07,1.869316883,2,3.29,40.23,13.01,98828.1106
1659.19,1.527864122,3,7.22,32.25,11.22,284318.2353
550.0,1.0,3,1.28,9.87,145.37,109342.557
1313.96,2.627919923,5,3.52,2.65,56.16,507210.8837
1285.02,2.244890313,4,5.42,34.39,14.79,299295.496
1521.66,1.0,4,1.76,30.23,42.24,314209.3173
1806.26,2.093982372,3,5.14,3.58,55.76,390164.8623
578.86,2.237802931,4,3.74,2.57,109.2,103964.3977
659.64,1.0,3,3.57,8.7,52.16,129334.4378
550.0,1.0,2,1.07,48.26,98.04,435343.9722
900.27,3.608167067,5,8.65,4.32,48.95,380264.2489
